tract,design,n_lightfoot_l_2019r,n_preckwinkle_t_2019r,Y
17031081000,0.75,1032.4591089189053,328.0627689771354,0.6822510778943565
17031081100,0.5,532.5711998939514,127.77078394591808,0.7600869442970996
17031081201,0.75,965.3365378379822,178.03262412548065,0.8155745513122172
17031081202,0.75,897.0054836273193,150.2558572292328,0.832491707161447
17031081300,0.5,1280.5357921123505,287.42688339948654,0.7755417028013314
17031081401,0.5,489.0389111042023,119.27661907672882,0.7560999413984997
17031081402,0.0,921.0000078380108,172.0000020749867,0.8132464705632894
17031081403,0.5,1025.1686210259795,208.7187997121364,0.7964053957257758
17031081500,0.75,790.3069751262665,140.52778232470155,0.8221858255746135
17031081600,1.0,544.9015535116196,90.99047434329988,0.8330148377135072
17031081700,0.75,543.7526357769966,86.69126881659031,0.8405685543156722
17031081800,0.5,1400.910560771823,199.42106312513351,0.8576489686713021
17031081900,0.75,289.4020776450634,36.92530133202672,0.8724083060063111
17031090100,0.25,963.777780175209,94.76353247463705,0.9016749146702576
17031090200,0.25,2011.6266864538195,244.8855851590633,0.8782648953664668
17031090300,0.75,382.75801134109497,49.66048617660999,0.8702561809154269
17031100100,0.5,1292.233170747757,203.7112195715308,0.8423572276405408
17031100200,0.5,1727.732663653791,186.91752267244735,0.8918133999520759
17031100300,0.5,1719.164627790451,321.5798139721155,0.8129441423039139
17031100400,0.25,938.9216198921204,111.8687972649932,0.8808539553303218
17031100500,0.25,1376.558070614934,213.29608001187444,0.8450511572558714
17031100600,0.75,886.2141338735819,146.41486610472202,0.8347861306784258
17031100700,0.25,959.725749373436,155.565025806427,0.8379067916975357
17031110100,0.5,1205.5069354772568,210.2461106479168,0.8255952707856625
17031110200,0.5,467.44495844841,78.77266366779804,0.8314824831371203
17031110300,0.5,790.0158200860023,142.96803959831595,0.8190314219495601
17031110400,0.25,515.0800955034792,109.06622002087532,0.7882538638689474
17031110501,0.5,938.522889211774,184.03676691278812,0.8039080676366317
17031110502,0.5,415.08188273757696,106.09208413399756,0.7444068542951293
17031120100,0.5,1331.5357019901276,180.2293130159378,0.8646455271559259
17031120200,0.25,1342.1486822366714,316.0150224380195,0.764545443719853
17031120300,0.5,1834.346600145101,381.6735904365778,0.7919294039597607
17031120400,0.25,674.5273178219795,183.4772220551968,0.7279914138279276
17031130100,0.75,863.9999984502792,202.99999879300597,0.7650462972718535
17031130200,0.25,400.0709843020886,67.09525442495942,0.8322916255923808
17031130300,0.75,556.9844433665276,213.05311062932012,0.6174882204221294
17031140100,0.25,297.2827196121216,170.05972921848297,0.4279528610328655
17031140200,0.5,534.1979840248823,292.665142133832,0.4521410583979292
17031140301,0.75,171.7578114271164,59.54148927330971,0.6533404287200323
17031140302,0.5,400.927399456501,152.43185341358185,0.6198018553478282
17031140400,0.75,1139.4646224677565,330.18607311695814,0.7102270078364794
17031140500,0.5,390.0000002384186,128.9999998211861,0.6692307698914756
17031140601,0.5,198.40069019794464,74.034712895751,0.6268424629879742
17031140602,0.75,331.4651364684105,164.71775019168854,0.5030616132161864
17031140701,0.5,308.44981253147125,142.721586227417,0.5372939764297796
17031140702,0.5,540.1828284263611,254.1368448138237,0.5295354990195358
17031140800,0.25,1406.412920713425,500.2602107524872,0.6443006151431526
17031150200,0.5,1121.0413191914558,316.38168750703335,0.717778745447829
17031150300,0.5,1129.7855421602726,292.99796014279127,0.7406605508665411
17031150401,0.5,629.3245713710785,148.49736949801445,0.7640369115502823
17031150402,0.5,499.7046341896057,127.9015455842018,0.7440457085381533
17031150501,0.5,587.9670500159264,96.94758846610785,0.8351139090813307
17031150502,0.5,469.81661969423294,123.32968024164438,0.7374940028262302
17031150600,0.75,587.0041991472244,147.22416761517525,0.7491940128723841
17031150700,0.5,600.656644821167,156.9246555864811,0.7387448271163267
17031150800,0.5,661.1607142686844,188.11594170331955,0.7154762259106755
17031151001,0.5,249.6784303188324,80.456791639328,0.6777583408523239
17031151002,0.75,491.637384057045,158.41612392663956,0.6777785232291074
17031151100,0.75,553.6652890443802,164.1742377281189,0.7034774601610267
17031151200,0.5,497.0860900878906,108.80991038680077,0.7811044956668132
17031160100,0.5,652.0,114.99999976158142,0.8236196322675131
17031160200,0.25,717.3419069051743,170.07278932631016,0.7629125139780909
17031160300,0.25,453.8959220647812,159.0412550866604,0.6496085394132234
17031160400,0.5,786.5793586224318,261.6934458166361,0.667301915632581
17031160501,0.5,385.7224439382553,159.26731979846954,0.5870934598144246
17031160502,0.5,453.2708616256714,164.04946088790894,0.6380763142383784
17031160601,0.25,574.0000002384186,242.0000007748604,0.5783972113687413
17031160602,0.25,650.0373144298792,210.142453096807,0.6767224766456458
17031160700,0.5,1055.269559621811,360.21911215782166,0.6586473011815887
17031160800,0.25,657.4499536752701,257.0173638164997,0.6090693103258676
17031160900,0.5,513.8462760895491,191.21920616552237,0.6278669028785602
17031161000,0.5,402.27689814567566,105.1468656361103,0.7386206711824806
17031161100,0.5,462.61965680122375,121.35397452116013,0.7376808945813927
17031161200,0.5,443.869486451149,129.23160901665688,0.7088522348091623
17031161300,0.5,418.62568283081055,160.9875766634941,0.6154378881513632
17031170100,0.75,347.15188694000244,85.68641722202301,0.7531731197623246
17031170200,0.5,568.8705217838287,117.82304286956789,0.7928824954752345
17031170300,0.5,747.8526154756546,135.83780197799206,0.8183628710162423
17031170400,0.5,529.7188197374344,86.92150643467903,0.8359101032548487
17031170500,0.25,895.8792325258255,108.9435466825962,0.8783948296519356
17031170600,0.5,435.7814991474152,51.51082058250904,0.8817966786490766
17031170700,0.5,448.71106761693954,72.6611752808094,0.8380668975545761
17031170800,0.25,428.9835103750229,71.57668815553188,0.8331481597207346
17031170900,0.25,193.85387206077576,41.69296637177467,0.784925800405455
17031171000,0.75,988.2199178934096,180.6667109578848,0.8171796503120354
17031171100,0.5,437.5965931415558,114.5246517509222,0.7382871495211224
17031180100,0.5,706.3181988596916,153.9804658293724,0.7819956131981809
17031190100,0.5,168.99999910593033,83.00000134110451,0.50887572911122
17031190200,0.75,523.1029254198074,190.19695010781288,0.6364062579937332
17031190300,0.5,556.7222617864609,179.93124908208847,0.6768024894411285
17031190401,0.5,488.2848083972931,159.9372248351574,0.6724509505832825
17031190402,0.5,559.2009391486645,159.06185668706894,0.7155550973694232
17031190601,0.5,328.6733418703079,71.39778277277946,0.7827697787520823
17031190602,0.5,557.726917386055,160.44038850069046,0.712331638478846
17031190701,0.5,185.8859185129404,57.87098906189203,0.6886747015327933
17031190702,0.5,292.9981379508972,77.03182297945023,0.7370910835195826
17031190800,0.5,486.4596795067191,184.94623809680343,0.6198117831999088
17031190900,0.25,222.93995547294617,60.781030505895615,0.7273659161860225
17031191000,0.5,149.26434486359358,46.660949267447,0.6873938695132553
17031191100,0.5,373.9656277149916,104.18900606036186,0.7213941647605997
17031191200,0.25,159.18925351742655,43.304378911387175,0.7279692067489555
17031191301,0.5,303.2687831223011,81.58356149494648,0.7309859568960457
17031191302,0.25,232.35913476347923,59.98543228954077,0.741841729826544
17031200100,0.25,576.9233484268188,195.6306619644165,0.6609070121743709
17031200200,0.5,452.67184722423553,141.92157688736916,0.6864802223561588
17031200300,0.5,121.97815155982973,60.2085332646966,0.5063990354439452
17031200401,0.5,182.6160318851471,61.21022182703018,0.6648146321264543
17031200402,0.5,204.23382091522217,85.08206307888031,0.5834085525227576
17031210100,0.5,756.2734590172768,263.03468061983585,0.6521963352229356
17031210400,0.5,272.076656460762,81.36933782696724,0.7009323075142169
17031210501,0.25,321.3245630264282,180.1621094942093,0.4393142316997678
17031210502,0.5,361.45796489715576,186.8704925775528,0.4830090612867741
17031210601,0.25,251.8802284002304,164.12159538269043,0.3484141394301662
17031210602,0.5,390.7455261349678,255.6844361424446,0.3456497412228121
17031210700,0.25,535.9217933118343,366.55145540833473,0.3160355485020346
17031210800,0.75,132.0782115459442,67.44854497909546,0.4893287530954107
17031210900,0.5,522.2421721220016,161.17728750407696,0.6913744310437953
17031220300,0.5,346.30114126205444,142.03771591186523,0.5898433502291526
17031220400,0.5,447.81353628635406,216.72495117783544,0.5160375164737074
17031220500,0.5,470.60281608998775,263.15013309568167,0.4408232928097
17031220601,0.75,309.4829033613205,151.71543896198273,0.509777640980525
17031220602,0.75,722.2686741948128,394.148256123066,0.4542913597042491
17031220701,0.5,339.002254486084,201.5611354112625,0.4054283334580697
17031220702,0.75,393.0056654214859,241.5582926273346,0.3853567165036384
17031220901,0.5,225.914790391922,117.81106132268906,0.4785155008297251
17031220902,0.5,281.71320152282715,133.99275827407837,0.5243646462083852
17031221000,0.75,220.8729178905487,154.05071234703064,0.3025368894552799
17031221100,0.75,494.59318175911903,369.6846752464771,0.25254797502137
17031221200,0.5,523.260512650013,263.94951912760735,0.4955676708894865
17031221300,0.75,420.9563331604004,219.25310626626012,0.4791547507548334
17031221400,0.75,295.84998136758804,145.21341639757156,0.509165369129611
17031221500,0.75,320.81992894411087,139.57173262536526,0.5649530467613822
17031221600,0.5,591.6269870996475,153.89104142785072,0.7398850208265924
17031222200,0.5,400.6422715187073,71.15459644794464,0.8223986795546555
17031222500,0.5,176.00000143051147,85.99999904632568,0.5113636457538309
17031222600,0.5,193.29327124357224,120.25146949291228,0.3778807264253844
17031222700,0.5,195.39556235075,125.58035105466844,0.3573019287447168
17031222800,0.5,88.6483268737793,47.41389316320419,0.4651462149904553
17031222900,0.5,100.6336041688919,50.62828719615936,0.4969047604496938
17031230100,0.75,116.02664762735368,50.1924499720335,0.5674058416887289
17031230200,0.25,91.92325618863106,63.49348410964012,0.3092772521096472
17031230300,0.5,46.05009627342224,31.31406545639038,0.3200000002070949
17031230400,0.5,159.63195711374283,80.83209064602852,0.4936346574487394
17031230500,0.5,110.25827826559544,36.4799717515707,0.6691407454803893
17031230600,0.5,360.36036777403206,117.90762587578502,0.6728063449260316
17031230700,0.5,245.14486861228943,104.23202846944332,0.574814561449001
17031230800,0.5,77.23591721057892,33.96005618572235,0.5603074655910103
17031230900,0.5,399.404777944088,254.51483896374705,0.3627646612695852
17031231100,0.5,114.22317092120647,41.038485281169415,0.64071663437291
17031231200,0.5,415.10485976934433,170.39894670248032,0.5895038501906155
17031231500,0.5,603.2316831052303,288.1384912058711,0.5223419139349036
17031240200,0.5,259.1415870189667,51.73422205448151,0.800363104009643
17031240300,0.25,246.7716281414032,50.12664088606834,0.7968703239363273
17031240500,0.5,432.8119075298309,91.81604665517808,0.7878615512701674
17031240600,0.25,216.7249871492386,51.39770692586899,0.7628436499088307
17031240700,0.25,189.13441967964167,67.99415123462677,0.6404982691685832
17031240800,0.5,157.9999933242798,97.99999618530272,0.3797468333801307
17031240900,0.5,129.8838533461094,96.0944296568632,0.2601510720443861
17031241000,0.5,205.90405750274655,120.20711827278136,0.4161983997271257
17031241100,0.5,381.1743691712618,183.14592718705532,0.519521924873265
17031241200,0.75,275.43152809143066,80.4813060760498,0.7077992246068007
17031241300,0.25,262.2514173984528,83.21543511748314,0.6826883303702057
17031241400,0.5,662.2728976011276,270.7541584968567,0.5911743339074009
17031241500,0.25,465.87799245119095,133.7389796078205,0.7129313215587618
17031241600,0.5,368.11850583553314,129.955231487751,0.6469744676574016
17031242000,0.5,700.3278034031391,266.48184050247073,0.619489845744319
17031242100,0.5,538.6536107063293,150.52367341518402,0.7205557144269314
17031242200,0.25,554.72243475914,176.39809945225716,0.6820065524682645
17031242300,0.5,626.225378870964,199.5112664103508,0.6814066099172567
17031242400,0.75,480.0175532102585,174.04161947965622,0.6374265517673224
17031242500,0.5,341.5591526031494,174.1977391242981,0.4899924718846727
17031242600,0.5,566.0323572158813,343.8779785633087,0.3924764650297974
17031242700,0.5,154.14490750432014,87.60364386439323,0.431679934921379
17031242800,0.5,161.02955749630928,50.25517430901528,0.6879133552225833
17031242900,0.75,324.91337394714355,102.41646853089333,0.684788387480922
17031243000,0.5,387.306023478508,106.5617007613182,0.7248643338818834
17031243100,0.75,286.27697276324034,95.1652024500072,0.6675764678819918
17031243200,0.5,341.10271695256233,99.5954482331872,0.7080191881114858
17031243300,0.5,388.3331305980682,132.3305959701538,0.6592343389132092
17031243400,0.5,404.88481563329697,145.23247677832842,0.6412992753231204
17031243500,0.25,597.0001007094979,165.3977160230279,0.7229519461948786
17031250200,0.5,259.2935813218355,127.17507462203504,0.5095324999033233
17031250300,0.25,579.5849500596523,218.51177996397016,0.6229857591342212
17031250400,0.5,922.1695594787598,310.48456037044525,0.663310768416666
17031250500,0.75,1486.534185051918,492.2747938632965,0.6688439466690748
17031250600,0.25,845.4186135530472,312.9059080481529,0.6298805076776097
17031250700,0.5,942.5690550804138,290.2455915212631,0.6920696791849364
17031250800,0.5,300.8017512559891,140.03728133440018,0.5344532378894786
17031251000,0.25,111.2325663343072,46.254714116454124,0.584162124090201
17031251100,0.25,528.1008124649525,219.13577227294445,0.5850493559172711
17031251200,0.5,637.9800300598145,202.01448045670983,0.6833529719766154
17031251300,0.75,707.5529440641403,264.0712053179741,0.6267824089584513
17031251400,0.75,582.2182920277119,264.0646940469742,0.5464507081574045
17031251500,0.5,536.7971437163651,183.97951581329107,0.6572643540173104
17031251600,0.25,439.6615937948227,154.5721191763878,0.6484293343836576
17031251700,0.75,137.23517955839634,52.4537106603384,0.6177823293624337
17031251800,0.5,523.817508161068,173.13879594951868,0.6694673369026061
17031251900,0.5,513.2298981547356,226.13853406906128,0.5593816048478104
17031252000,0.5,652.0019916892052,291.01103965193033,0.5536654130488472
17031252101,0.25,213.0143787264824,71.13776820898056,0.6660424116236593
17031252102,0.25,939.929256439209,354.5680079758167,0.6227716016426085
17031252201,0.5,461.9759357571602,189.53219122439623,0.5897357923768031
17031252202,0.5,534.2250021994114,228.6295459717512,0.5720351068735451
17031260100,0.75,191.09510844945908,85.15043319016695,0.5544080961513069
17031260200,0.5,121.00000137090684,49.00000025331974,0.5950413248086023
17031260300,0.5,124.14312428236008,75.86524164676666,0.388888896704313
17031260400,0.5,128.00000044703484,69.99999989569187,0.4531250027248461
17031260500,0.5,182.9999983012676,69.999999538064,0.6174863377712987
17031260600,0.5,217.0891438126564,87.18382592499256,0.5983961961716959
17031260700,0.5,190.1449645459652,83.31906433403492,0.5618129329220624
17031260800,0.5,226.76589679718015,103.49711072444916,0.5435949047619927
17031260900,0.75,160.159345343709,70.55883121490479,0.5594460562792485
17031261000,0.5,261.84065571427345,123.44116905331612,0.5285637796904314
17031270500,0.75,163.467287003994,68.38042908906937,0.5816873801337473
17031271200,1.0,136.0000001788139,38.00000035017729,0.7205882330866575
17031271300,0.5,121.79999995231628,51.99999964237213,0.5730706103224161
17031271400,0.5,183.0000022947788,92.99999982118608,0.4918032860383223
17031271500,0.5,220.34452509880063,89.0202648639679,0.5959951134522088
17031271800,0.25,89.43426591157913,34.996016800403595,0.6086956554772522
17031280100,0.75,832.8871946781874,135.90665763430297,0.8368246522425947
17031280400,0.75,134.37304466962814,46.922676876187325,0.6508029047674538
17031280800,0.25,89.87925815582275,53.90901309251785,0.4002062967736522
17031280900,0.5,147.49847692251203,92.2896599918604,0.3743009289489509
17031281900,0.75,744.0102565586567,150.52422533929348,0.7976852818729572
17031282700,0.75,243.75228184461596,101.8081823438406,0.5823293157569701
17031282800,0.75,203.9367440342903,69.59972760081291,0.6587190408948067
17031283100,0.25,302.9358416944742,113.01839012652636,0.626923016126593
17031283200,0.75,185.10245370864868,67.08225536346436,0.6375939161290004
17031283800,0.5,548.5440635681152,197.00603914260864,0.6408564922548916
17031290900,0.25,403.169641405344,176.5880100429058,0.5620007264749247
17031291200,0.75,212.97257840633392,88.27890937775373,0.5854916626434182
17031291600,0.75,67.2307699918747,36.58144873380661,0.4558823476478444
17031292200,0.25,294.78770119324327,154.5368644148111,0.4757689557967446
17031292400,0.5,237.69296318292615,96.0522598773241,0.5958977556966917
17031292500,0.75,491.12500178813934,203.4130063131452,0.5858223353066169
17031300500,0.5,120.74481418728828,50.58882023394108,0.5810269735023789
17031300600,0.5,141.18533101677895,57.67624385654926,0.5914855782737456
17031300700,0.5,143.14332973957062,64.68145912885666,0.5481350109255138
17031300800,0.5,122.61541659757496,54.34476853534579,0.5567868214018643
17031300900,0.5,158.30348478257656,70.39069760590792,0.5553433476048446
17031301100,0.75,100.49961411207914,44.388541935011744,0.558321269915437
17031301200,0.5,122.33702781051396,59.9657400008291,0.5098316423568083
17031301600,0.5,157.7062212228775,60.9913164973259,0.6132599207286171
17031301701,0.5,178.13706716895103,46.43758875131607,0.7393154075716699
17031301702,0.25,189.00274991989136,58.379971385002136,0.691115756729749
17031301801,0.5,190.139535009861,50.65825265645981,0.7335732799923352
17031301802,0.5,177.03914447128773,66.41675478965044,0.6248470642580295
17031301803,0.5,222.4748537540436,64.28709331154823,0.7110365858128819
17031310200,0.5,200.1008669547737,97.9031681548804,0.5107309146391242
17031310300,0.5,275.6690746843815,134.31772066652775,0.5127573855706864
17031310400,0.25,219.07543683052063,102.43517243862152,0.5324205491925296
17031310500,0.75,185.0911829471588,88.68991094827652,0.5208312490303962
17031310600,0.5,686.2503066845238,358.1209142059088,0.4781482635161275
17031310700,0.5,185.2679669857025,111.53828120231628,0.397962405390221
17031310800,0.5,465.1731414794922,244.8343586921692,0.4736704747968278
17031310900,0.25,509.05861937999725,252.77620097994804,0.5034438248235258
17031320100,0.25,2213.188943505287,463.6672480106354,0.790498118395499
17031320400,0.5,257.5438382974826,80.8255122168921,0.6861679442568045
17031320600,0.5,923.6562196016312,273.0518810749054,0.7043793185383719
17031330100,0.5,3658.377463649027,1075.102892419789,0.706125761187192
17031330200,0.5,849.2298625186086,308.79719220660627,0.6363797296402306
17031340300,0.5,78.7226097881794,40.37584555894136,0.4871124614950963
17031340400,0.75,84.14364197850227,47.11238090693951,0.4400957719541522
17031340500,0.5,204.9965797662735,97.08442190289496,0.5264095527174862
17031340600,0.75,145.03454095125198,66.44728021323681,0.5418520320923371
17031351000,0.5,514.2354207634926,376.65277832746506,0.2675479690445217
17031351100,0.5,289.1868633236736,143.6242086160928,0.5033515458987471
17031351400,0.5,179.6954654827714,89.68548750597984,0.5009028899809462
17031360200,0.25,168.54633903503418,106.63196909427644,0.3673433092360919
17031380100,0.75,369.3641885519028,269.17304277420044,0.2712530041704992
17031380200,0.25,429.9888662099838,288.8550279438496,0.3282267271478884
17031380500,0.75,89.61100080609322,53.56635284423828,0.4022346323288026
17031380700,0.5,167.84863971173763,86.00616380572319,0.4875968971006871
17031381200,0.25,302.4254339337349,174.64049723744392,0.4225336970973486
17031381400,0.75,235.3043313026428,121.66634488105774,0.4829404787939352
17031381500,0.25,83.7742133140564,41.11229050159454,0.509248862206906
17031381700,0.25,8.995667457580566,4.349553108215332,0.5164835595884546
17031381800,0.5,178.3206661939621,107.26860836148262,0.3984510564535188
17031390100,0.75,257.03447246551514,185.65655708312988,0.2776978305583568
17031390200,0.5,305.03609704971313,231.7352492809296,0.2403022084197379
17031390300,0.5,348.479319408536,264.6919647529721,0.2404370933625953
17031390400,0.5,445.66340136528015,341.04138228297234,0.2347556895221831
17031390500,0.75,220.0972664356232,238.45219588279724,-0.0769753005595964
17031390600,0.5,294.046715259552,352.1360936164856,-0.1649628635347992
17031390700,0.5,920.2985444366932,973.8388519883156,-0.054978611135002
17031400300,0.5,157.10042680473998,78.24637241323944,0.5019340557839999
