latitude,longitude,line_number,WARD,PRECINCT
41.7361863,-87.6190029,12637,9.0,49.0
41.7457554,-87.5820835,12638,8.0,30.0
41.8994879,-87.6279871,12639,42.0,24.0
41.7896492,-87.6263609,12641,20.0,37.0
41.7516842,-87.557052,12654,7.0,17.0
41.9492578,-87.6997096,12658,33.0,22.0
41.7067797,-87.6153307,12661,9.0,5.0
41.7472867,-87.6508852,12665,21.0,54.0
41.9237136,-87.7904406,12670,29.0,30.0
41.8811177,-87.6654794,12672,28.0,45.0
41.6947673,-87.6848385,12674,19.0,50.0
41.7923372,-87.6219318,12679,20.0,31.0
41.8992496,-87.7307776,12689,37.0,4.0
41.7650498,-87.6761514,12692,17.0,33.0
41.9651444,-87.73349,12694,39.0,6.0
41.810285,-87.6958476,12695,15.0,12.0
41.9220041,-87.7312477,12700,35.0,18.0
41.8973369,-87.6663633,12702,1.0,40.0
41.839586,-87.7357196,12703,22.0,5.0
41.9785585,-87.8311038,12708,41.0,23.0
41.7121781,-87.6487124,12710,34.0,44.0
41.7795538,-87.7089951,12721,23.0,20.0
41.8525189,-87.7171118,12722,24.0,3.0
41.6834677,-87.6842362,12736,19.0,47.0
41.7839217,-87.650103,12738,16.0,27.0
41.8927146,-87.650708,12746,27.0,1.0
41.932369,-87.7805259,12758,30.0,13.0
41.9800652,-87.7929902,12768,45.0,45.0
41.9643007,-87.7787268,12770,38.0,14.0
41.8954873,-87.6616747,12772,27.0,7.0
41.8798692,-87.7456306,12774,28.0,39.0
41.8146402,-87.705811,12782,14.0,20.0
41.7468936,-87.6338542,12786,21.0,53.0
41.9471757,-87.7579389,12790,30.0,4.0
41.7920885,-87.6264264,12792,3.0,16.0
41.7643536,-87.6525397,12794,6.0,27.0
42.000563,-87.8194881,12817,41.0,7.0
41.8642135,-87.7040425,12820,24.0,14.0
41.9075897,-87.690493,12832,1.0,25.0
41.9667453,-87.7511018,12835,45.0,30.0
41.8374022,-87.6356561,12851,11.0,32.0
41.732433,-87.5871769,12853,8.0,56.0
41.7994758,-87.7535927,12857,14.0,22.0
41.7608486,-87.6524529,12859,17.0,5.0
41.9466271,-87.7627438,12862,36.0,16.0
41.992545,-87.7328682,12864,39.0,26.0
41.6746825,-87.6585154,12881,34.0,51.0
41.8712862,-87.6799431,12882,28.0,19.0
41.8237218,-87.6064609,12886,4.0,4.0
41.8574363,-87.6518618,12891,25.0,12.0
41.7507211,-87.659643,12901,17.0,27.0
41.7519364,-87.6492837,12904,17.0,2.0
41.723206,-87.538777,12909,10.0,26.0
41.846269,-87.6905624,12918,24.0,16.0
41.9176967,-87.7040714,12923,32.0,22.0
41.9508522,-87.7434877,12924,45.0,8.0
41.8998677,-87.7074348,12934,26.0,10.0
41.935273,-87.7696849,12940,30.0,2.0
41.7578674,-87.5679257,12941,7.0,10.0
41.7985013,-87.7310247,12950,23.0,6.0
41.7058982,-87.6443682,12953,34.0,12.0
41.9271548,-87.6941931,12955,32.0,3.0
41.9324474,-87.6870186,12958,32.0,1.0
41.9689147,-87.7706122,12963,45.0,28.0
41.9765983,-87.7515646,12976,39.0,41.0
41.8624629,-87.6268721,12979,3.0,33.0
41.6968928,-87.6694151,12990,19.0,43.0
41.9756462,-87.6629598,12994,47.0,23.0
41.8320893,-87.6445716,13001,11.0,26.0
41.7192755,-87.6301638,13003,21.0,25.0
41.849763,-87.6356186,13014,25.0,18.0
41.9233992,-87.6764208,13015,32.0,37.0
41.7342627,-87.5551128,13024,10.0,18.0
41.9255692,-87.741083,13026,31.0,18.0
41.7175985,-87.6608199,13029,21.0,1.0
41.7484574,-87.5488511,13031,7.0,22.0
42.0061491,-87.8172889,13037,41.0,4.0
41.8780641,-87.649941,13050,25.0,3.0
41.703896,-87.5349209,13051,10.0,28.0
41.7810732,-87.662188,13054,16.0,34.0
41.8003517,-87.6510496,13055,20.0,4.0
41.7944497,-87.7272302,13062,23.0,26.0
41.9210811,-87.7446593,13066,36.0,11.0
41.70261,-87.6058377,13067,9.0,8.0
41.9169239,-87.7248154,13069,26.0,8.0
41.7277662,-87.6067376,13070,8.0,15.0
41.9991508,-87.7688862,13075,41.0,14.0
41.6842748,-87.6345296,13077,34.0,11.0
41.9039001,-87.6598762,13080,27.0,35.0
41.6959625,-87.6878052,13084,19.0,46.0
41.6940673,-87.6384549,13085,34.0,36.0
41.6863461,-87.6474095,13088,34.0,8.0
41.8902802,-87.6607294,13091,1.0,37.0
41.7387848,-87.6939347,13092,18.0,37.0
41.8633,-87.7076706,13103,24.0,14.0
41.7824441,-87.781096,13108,13.0,18.0
41.952627,-87.6765283,13112,47.0,29.0
41.7921382,-87.6274529,13115,3.0,16.0
42.01493,-87.8099105,13121,41.0,1.0
41.744681,-87.6956571,13122,18.0,22.0
41.7229727,-87.678853,13130,19.0,5.0
41.878047,-87.6629143,13132,27.0,2.0
41.6915368,-87.6192352,13133,9.0,43.0
41.8005139,-87.6189992,13134,3.0,8.0
41.9580707,-87.7625345,13135,38.0,31.0
41.9908005,-87.8199993,13136,41.0,18.0
41.9047549,-87.6849872,13137,1.0,14.0
41.9865991,-87.7021575,13145,40.0,29.0
41.9962088,-87.8197645,13147,41.0,8.0
41.7290834,-87.5661556,13160,7.0,34.0
41.9165009,-87.6480986,13167,43.0,3.0
41.8925249,-87.746593,13168,37.0,27.0
41.9794695,-87.6760879,13169,40.0,32.0
41.8914318,-87.6724716,13170,1.0,33.0
41.8267351,-87.6044116,13171,4.0,4.0
41.8755096,-87.7277826,13175,28.0,17.0
41.9697688,-87.7786566,13178,45.0,22.0
41.936965,-87.7209009,13185,30.0,18.0
41.6835976,-87.6473219,13199,34.0,5.0
41.84025,-87.6240015,13220,3.0,18.0
41.6898774,-87.6419281,13230,34.0,42.0
41.7352479,-87.6052059,13231,8.0,31.0
41.7740401,-87.7112286,13240,23.0,19.0
41.7491866,-87.6905093,13256,18.0,4.0
41.8672747,-87.7029059,13260,28.0,34.0
41.7917026,-87.6770333,13267,15.0,3.0
41.940829,-87.7541331,13268,31.0,8.0
41.9586782,-87.6834004,13270,47.0,8.0
41.8699955,-87.6821122,13273,28.0,46.0
41.7781304,-87.7147696,13275,23.0,32.0
41.939791,-87.7894163,13278,36.0,26.0
41.9218282,-87.6641169,13279,2.0,22.0
41.6844686,-87.7093808,13285,19.0,41.0
41.9437176,-87.8109228,13289,38.0,6.0
41.9000499,-87.6859843,13315,1.0,12.0
41.7102507,-87.6093299,13318,9.0,13.0
41.702487,-87.5419598,13321,10.0,33.0
41.8535889,-87.7219503,13322,24.0,31.0
41.9322132,-87.7147144,13324,35.0,15.0
41.7765048,-87.5925996,13328,20.0,22.0
41.9766135,-87.7597859,13335,45.0,35.0
41.7394771,-87.6404577,13345,21.0,2.0
41.8333317,-87.6397292,13348,11.0,23.0
41.7350664,-87.6432123,13350,21.0,11.0
41.7964209,-87.7105889,13354,14.0,15.0
41.7530231,-87.5559487,13355,7.0,17.0
41.8173316,-87.6850883,13360,15.0,9.0
41.8466062,-87.6327735,13361,11.0,30.0
41.7898483,-87.7228311,13363,13.0,3.0
41.736361,-87.606987,13365,6.0,13.0
41.787518,-87.7776247,13368,13.0,33.0
41.9477845,-87.70018,13376,33.0,22.0
41.8984843,-87.7197283,13383,27.0,19.0
41.9935134,-87.697942,13386,40.0,10.0
41.8791922,-87.7279081,13390,28.0,26.0
41.7608308,-87.6211184,13403,6.0,6.0
41.9923436,-87.7544695,13404,39.0,45.0
41.829074,-87.6663522,13406,12.0,23.0
41.9365368,-87.6980968,13408,33.0,13.0
41.9278681,-87.7263773,13410,31.0,39.0
41.8014896,-87.7396754,13418,14.0,12.0
41.7507076,-87.5646577,13429,7.0,19.0
41.8877565,-87.7124871,13430,28.0,22.0
41.9715704,-87.7383691,13438,39.0,7.0
41.7964723,-87.6637898,13440,16.0,12.0
41.8407671,-87.7265433,13443,22.0,24.0
41.9601566,-87.6877888,13451,47.0,14.0
41.6513195,-87.5431738,13457,10.0,16.0
41.944204,-87.8139537,13460,38.0,6.0
41.850844,-87.7189881,13467,22.0,19.0
41.9750216,-87.8020739,13469,41.0,3.0
41.9906356,-87.7117653,13473,50.0,25.0
41.9033497,-87.7626501,13481,37.0,5.0
41.9311307,-87.7972578,13484,36.0,1.0
41.7959161,-87.729015,13485,23.0,26.0
41.9243975,-87.7580798,13491,31.0,32.0
41.9824364,-87.807708,13495,41.0,43.0
41.9418201,-87.7479874,13500,31.0,34.0
41.794457,-87.7161947,13505,23.0,9.0
41.7623363,-87.6512769,13506,6.0,27.0
41.70794,-87.6873337,13513,19.0,1.0
41.7274483,-87.6636975,13515,21.0,14.0
41.734209,-87.6237551,13528,9.0,49.0
41.7683757,-87.6582014,13530,6.0,21.0
41.9309794,-87.7692805,13534,30.0,10.0
41.8719378,-87.7223973,13536,24.0,20.0
41.6900346,-87.708959,13544,19.0,21.0
41.8264102,-87.6060299,13552,4.0,30.0
41.9915939,-87.7185536,13554,50.0,25.0
41.966586,-87.769584,13560,45.0,18.0
41.7475903,-87.7002448,13575,18.0,8.0
41.9026062,-87.6958661,13589,26.0,35.0
41.8965228,-87.7191455,13595,27.0,19.0
41.9882117,-87.8201325,13599,41.0,41.0
41.9802526,-87.6994208,13603,40.0,34.0
41.9339722,-87.7273939,13607,31.0,10.0
41.9737474,-87.7649489,13610,45.0,34.0
41.8707297,-87.7022816,13611,28.0,35.0
41.8968382,-87.6995505,13618,26.0,21.0
41.7675743,-87.6691076,13623,17.0,31.0
41.997093,-87.6666032,13631,48.0,20.0
41.774695,-87.7381259,13635,13.0,37.0
41.9608128,-87.6830298,13637,47.0,28.0
41.8992753,-87.7131359,13647,27.0,29.0
41.8436637,-87.6326774,13650,11.0,30.0
41.6813839,-87.6260414,13659,34.0,9.0
41.7905608,-87.6762872,13664,15.0,3.0
41.6964201,-87.6629083,13668,19.0,43.0
41.8084498,-87.7452813,13678,22.0,1.0
41.9183956,-87.727474,13681,26.0,49.0
41.7915419,-87.5880255,13685,5.0,35.0
41.7247153,-87.6631523,13692,21.0,18.0
41.7957962,-87.7044968,13693,14.0,15.0
41.9847619,-87.8145768,13695,41.0,43.0
41.7082796,-87.6894447,13700,19.0,45.0
41.8644198,-87.6496235,13703,11.0,7.0
41.7593191,-87.6451397,13709,6.0,25.0
42.0179968,-87.6946834,13714,50.0,4.0
41.8738364,-87.7174026,13716,24.0,4.0
41.8277385,-87.668243,13719,12.0,23.0
41.8664119,-87.6262631,13727,3.0,33.0
41.8992502,-87.7192363,13735,27.0,24.0
41.9944737,-87.7960948,13736,41.0,22.0
42.0128936,-87.6791501,13740,49.0,15.0
41.9460305,-87.7777976,13751,36.0,15.0
41.9521212,-87.67554,13754,47.0,43.0
41.752763,-87.5922238,13760,8.0,55.0
41.9640084,-87.7443041,13775,39.0,17.0
41.7645711,-87.6718146,13779,17.0,34.0
41.7820186,-87.7016596,13786,16.0,35.0
41.9297457,-87.7008975,13787,32.0,17.0
41.9945673,-87.7819765,13789,39.0,20.0
41.9056432,-87.6281016,13791,43.0,33.0
41.7010155,-87.6369547,13794,34.0,22.0
41.7620128,-87.5749706,13797,7.0,3.0
41.7975033,-87.6723319,13812,16.0,2.0
41.7963854,-87.7143192,13817,23.0,24.0
41.9101738,-87.6369443,13821,27.0,46.0
41.969135,-87.719151,13825,35.0,29.0
41.7001354,-87.6757414,13840,19.0,31.0
41.9534407,-87.7022917,13847,33.0,10.0
42.0021576,-87.666012,13851,49.0,18.0
41.7325867,-87.5482285,13861,10.0,8.0
41.7260546,-87.5990792,13862,8.0,23.0
41.6762351,-87.6318864,13866,34.0,16.0
41.7934322,-87.793708,13867,23.0,21.0
41.8448957,-87.7168998,13880,22.0,13.0
41.9505391,-87.6862787,13890,47.0,46.0
41.7970689,-87.6655525,13893,16.0,12.0
41.9412154,-87.6722792,13897,47.0,11.0
41.8406632,-87.7364521,13899,22.0,5.0
41.7610583,-87.5635567,13901,7.0,7.0
41.9558981,-87.6665866,13905,47.0,24.0
41.7366312,-87.6444281,13909,21.0,46.0
41.8613392,-87.6471677,13910,11.0,33.0
41.8430638,-87.6604597,13914,11.0,1.0
41.9845591,-87.8219628,13925,41.0,41.0
41.9680225,-87.7695119,13927,45.0,28.0
41.7429418,-87.6288238,13930,21.0,31.0
41.7261152,-87.6685389,13932,19.0,10.0
41.6830778,-87.6224691,13939,9.0,31.0
41.9205242,-87.6809096,13947,32.0,5.0
41.7957537,-87.6456034,13961,20.0,32.0
41.8676052,-87.6601704,13964,28.0,10.0
41.7637459,-87.6124527,13974,6.0,40.0
41.9493062,-87.6704949,13975,47.0,33.0
41.9215774,-87.6817039,13978,32.0,37.0
41.8739176,-87.7093555,13988,24.0,27.0
41.9102131,-87.7533535,13991,37.0,41.0
41.8713532,-87.6625767,13992,28.0,4.0
41.7365574,-87.6430881,14003,21.0,11.0
41.7825667,-87.7408572,14007,13.0,25.0
41.7218893,-87.5762588,14009,7.0,39.0
41.8168623,-87.6960481,14017,15.0,11.0
41.9384052,-87.8242292,14024,38.0,30.0
41.9384751,-87.6412738,14028,44.0,17.0
41.7961258,-87.7579008,14029,23.0,8.0
42.0141937,-87.6906382,14032,50.0,9.0
41.8602777,-87.7209917,14033,24.0,34.0
41.884008,-87.6361119,14039,42.0,9.0
41.8945813,-87.6638337,14043,27.0,7.0
41.8674257,-87.6799399,14052,27.0,10.0
41.8744868,-87.7364482,14054,28.0,16.0
41.9481681,-87.7517687,14060,30.0,1.0
41.9129026,-87.6717692,14064,32.0,35.0
41.9615228,-87.7718223,14066,38.0,22.0
41.7714002,-87.6824699,14068,17.0,8.0
41.8795648,-87.6923201,14076,27.0,50.0
41.7543273,-87.7019249,14078,18.0,42.0
41.8643902,-87.7148526,14083,24.0,21.0
41.7707451,-87.6287488,14084,6.0,18.0
41.9731797,-87.7538699,14091,45.0,32.0
41.7829269,-87.7896675,14101,13.0,38.0
41.863453,-87.7266743,14103,24.0,22.0
41.8411191,-87.7192372,14110,22.0,25.0
41.9552813,-87.7888188,14111,38.0,26.0
41.8430842,-87.7266073,14126,22.0,17.0
41.799497,-87.6425169,14130,3.0,10.0
41.8963027,-87.7331606,14133,37.0,28.0
41.9125996,-87.7006631,14136,1.0,30.0
41.8485635,-87.6931702,14142,12.0,10.0
41.7159294,-87.6774355,14144,19.0,2.0
41.9181942,-87.7697848,14148,36.0,21.0
41.7821021,-87.6962694,14161,16.0,13.0
41.8088603,-87.7060719,14162,14.0,20.0
41.8812585,-87.6266612,14168,42.0,33.0
41.9388532,-87.6846571,14171,32.0,9.0
41.9180074,-87.7788312,14177,36.0,5.0
41.8981635,-87.6560187,14185,27.0,35.0
41.7281422,-87.595794,14186,8.0,23.0
41.7914107,-87.6733748,14192,15.0,23.0
41.8432634,-87.6455263,14193,11.0,15.0
41.9504908,-87.7847434,14196,38.0,37.0
41.7702886,-87.5718724,14197,5.0,40.0
41.9141335,-87.7248966,14201,26.0,8.0
41.8768796,-87.6989906,14205,27.0,14.0
41.7799259,-87.651307,14206,16.0,27.0
41.8425524,-87.6309348,14211,11.0,30.0
41.741861,-87.5743851,14214,8.0,46.0
41.9916743,-87.7935218,14217,41.0,21.0
41.8813586,-87.7211307,14224,28.0,13.0
41.9743326,-87.6898705,14230,40.0,12.0
41.7610618,-87.7165329,14231,13.0,19.0
41.9795132,-87.6730545,14237,40.0,26.0
41.7788516,-87.6378567,14238,20.0,13.0
41.7468794,-87.630217,14239,21.0,53.0
41.6924108,-87.6854025,14272,19.0,50.0
42.0069424,-87.6882539,14275,50.0,37.0
41.9337911,-87.7800578,14278,30.0,13.0
41.7226273,-87.6506484,14280,21.0,49.0
41.8068707,-87.7288104,14290,14.0,7.0
41.9394105,-87.7155054,14291,35.0,24.0
41.9490602,-87.7530058,14298,45.0,9.0
41.9868476,-87.7117883,14299,39.0,13.0
41.7620676,-87.5624091,14308,7.0,8.0
41.7138335,-87.6513618,14309,34.0,49.0
41.9439121,-87.7938367,14322,38.0,8.0
41.7781256,-87.771891,14339,13.0,11.0
41.7995168,-87.6315786,14342,3.0,36.0
41.9617635,-87.708621,14348,33.0,20.0
41.8416819,-87.7204723,14349,22.0,25.0
41.6645491,-87.6336461,14350,9.0,6.0
41.8694017,-87.7697242,14356,29.0,34.0
41.715196,-87.6625357,14358,19.0,13.0
41.9979929,-87.7577668,14367,41.0,19.0
41.9062583,-87.6965172,14371,26.0,25.0
41.7627493,-87.6658496,14374,17.0,32.0
41.9727575,-87.7582137,14383,45.0,33.0
41.747914,-87.5968235,14397,8.0,44.0
41.791712,-87.6885183,14401,15.0,16.0
41.8525755,-87.6670632,14403,25.0,13.0
41.7450411,-87.5677014,14414,8.0,7.0
41.9230318,-87.6906074,14415,1.0,7.0
41.8756475,-87.7139328,14432,28.0,25.0
41.8944646,-87.7166513,14435,27.0,34.0
41.7972995,-87.6763554,14437,16.0,7.0
41.8629982,-87.7296275,14441,24.0,22.0
41.8072958,-87.7485212,14442,22.0,8.0
41.7222022,-87.6144881,14443,9.0,47.0
41.9524647,-87.7699166,14450,38.0,23.0
41.671652,-87.6571976,14453,34.0,51.0
41.7989426,-87.5826138,14459,5.0,23.0
41.7370169,-87.6542435,14468,21.0,48.0
42.0031123,-87.7646509,14469,41.0,9.0
41.8841043,-87.6843712,14472,27.0,43.0
41.7547718,-87.7196223,14474,18.0,2.0
41.8539518,-87.7115567,14479,24.0,9.0
41.7738019,-87.6110306,14486,20.0,18.0
41.9251978,-87.7749033,14488,30.0,11.0
41.9401934,-87.653203,14490,44.0,20.0
41.7847837,-87.6129189,14493,20.0,19.0
41.7439592,-87.5849878,14494,8.0,30.0
41.9102702,-87.6752281,14498,2.0,25.0
41.7681228,-87.6193492,14508,6.0,11.0
41.9466234,-87.7289049,14516,45.0,4.0
41.7954475,-87.7712883,14524,23.0,22.0
41.8588218,-87.7186305,14533,24.0,34.0
41.8798981,-87.7364526,14546,28.0,44.0
41.9195949,-87.6537714,14552,43.0,11.0
41.7254132,-87.5381177,14556,10.0,26.0
41.8202144,-87.7016388,14557,12.0,20.0
41.837368,-87.7356508,14561,22.0,5.0
41.9743831,-87.7790764,14575,45.0,22.0
41.853391,-87.6742397,14585,25.0,22.0
41.9125364,-87.7622462,14595,37.0,24.0
41.8737929,-87.6303269,14596,4.0,17.0
41.7239076,-87.596126,14601,8.0,33.0
41.8943503,-87.6300729,14606,42.0,39.0
41.9429923,-87.7581155,14619,31.0,33.0
41.9226435,-87.7503476,14624,36.0,9.0
41.7256924,-87.6412578,14633,21.0,24.0
41.9979474,-87.6626688,14639,48.0,45.0
41.8621459,-87.7086724,14641,24.0,23.0
41.8735925,-87.6623834,14643,28.0,27.0
41.7530347,-87.7215051,14645,18.0,2.0
41.9506177,-87.7363315,14655,45.0,6.0
41.778142,-87.649958,14659,16.0,27.0
41.9619936,-87.6728797,14663,47.0,5.0
41.764026,-87.7097955,14667,17.0,1.0
41.9806639,-87.6971751,14672,40.0,24.0
41.8996749,-87.7143698,14676,27.0,29.0
41.8873521,-87.6832993,14677,27.0,43.0
41.880361,-87.6301438,14680,42.0,9.0
41.6708916,-87.6449893,14681,34.0,40.0
41.8444986,-87.7194383,14685,22.0,13.0
41.8863128,-87.770532,14688,29.0,18.0
41.8909577,-87.7243864,14689,37.0,3.0
41.9808739,-87.7650792,14690,45.0,37.0
41.8858339,-87.7695865,14693,29.0,11.0
41.8374516,-87.6496205,14694,11.0,5.0
41.7393338,-87.6183194,14699,6.0,31.0
41.9598071,-87.7307022,14712,39.0,25.0
41.8061254,-87.7435196,14716,22.0,8.0
41.9584457,-87.6889839,14717,47.0,16.0
41.7224074,-87.5548056,14719,10.0,6.0
41.9284696,-87.7533398,14725,31.0,38.0
41.7606071,-87.6130775,14728,6.0,33.0
41.8789766,-87.698527,14731,27.0,49.0
41.8106362,-87.7448206,14735,22.0,1.0
41.9010601,-87.6605822,14739,27.0,35.0
41.8402154,-87.7131098,14747,22.0,11.0
41.928479,-87.6437885,14760,43.0,40.0
42.0081737,-87.670951,14765,49.0,20.0
41.9326283,-87.7855472,14766,36.0,24.0
41.7808434,-87.6857868,14769,16.0,19.0
41.8000252,-87.6887476,14770,14.0,17.0
41.7358729,-87.5545717,14771,10.0,18.0
41.9380936,-87.7643867,14776,31.0,31.0
41.9002537,-87.625172,14777,42.0,34.0
41.7225045,-87.6363255,14778,21.0,35.0
41.7571968,-87.5901362,14780,8.0,2.0
42.0087162,-87.7003234,14781,50.0,33.0
41.8025383,-87.5995398,14793,4.0,33.0
41.7744627,-87.7833273,14798,23.0,2.0
41.7340277,-87.6148093,14806,9.0,12.0
41.9825156,-87.8028966,14816,41.0,46.0
41.9014788,-87.6683261,14817,1.0,10.0
41.834553,-87.7258711,14822,22.0,16.0
41.7107228,-87.5356531,14825,10.0,31.0
41.6846108,-87.6587039,14836,34.0,7.0
41.7878306,-87.7690924,14839,23.0,4.0
41.8981676,-87.6557967,14841,27.0,35.0
41.7305917,-87.6540655,14845,21.0,36.0
41.9180426,-87.6737343,14854,32.0,31.0
41.9724388,-87.7082417,14855,33.0,18.0
41.9341071,-87.6955947,14861,33.0,19.0
41.9431182,-87.740502,14864,30.0,31.0
41.9191487,-87.7734775,14869,36.0,5.0
41.926725,-87.6672361,14870,32.0,13.0
41.9298717,-87.6497782,14872,43.0,46.0
41.7914435,-87.7320445,14883,13.0,24.0
41.9468547,-87.7855976,14886,36.0,15.0
41.703187,-87.6096479,14888,9.0,22.0
41.7762377,-87.7195291,14889,23.0,11.0
41.7834199,-87.6968252,14894,16.0,13.0
41.7866092,-87.697495,14896,16.0,32.0
41.9926797,-87.6767821,14897,40.0,9.0
41.7129919,-87.5592452,14903,10.0,21.0
41.8631271,-87.6478806,14906,11.0,7.0
41.8921719,-87.7740141,14908,29.0,44.0
41.9096748,-87.7670223,14909,29.0,24.0
41.7573216,-87.6665511,14911,17.0,40.0
41.765872,-87.6448076,14915,6.0,26.0
41.7942644,-87.6946895,14927,14.0,21.0
41.8433996,-87.7156377,14931,22.0,25.0
41.859415,-87.6482711,14941,25.0,17.0
41.8867491,-87.7031341,14947,27.0,26.0
41.831751,-87.6202171,14949,4.0,36.0
41.9964817,-87.763791,14951,39.0,44.0
41.7544873,-87.6401259,14955,6.0,20.0
41.8871609,-87.731311,14959,28.0,23.0
41.7773777,-87.7050169,14966,23.0,17.0
41.9405563,-87.6828968,14974,32.0,42.0
41.9003329,-87.7517069,14984,37.0,15.0
42.0075408,-87.6863084,14985,50.0,37.0
41.7916863,-87.596917,14989,5.0,27.0
41.7691214,-87.7343624,15007,13.0,9.0
41.8716587,-87.7013004,15009,28.0,35.0
41.6534294,-87.5499258,15016,10.0,17.0
41.7130313,-87.6353686,15022,9.0,21.0
41.8490119,-87.7030749,15027,12.0,14.0
41.962457,-87.6945294,15030,47.0,40.0
41.9770838,-87.7653732,15034,45.0,36.0
41.8995667,-87.7329601,15035,37.0,4.0
41.6806603,-87.6611074,15037,34.0,7.0
41.8773439,-87.6290005,15039,4.0,21.0
41.7274787,-87.5604734,15042,7.0,35.0
41.9419108,-87.8163002,15043,38.0,6.0
41.7842563,-87.7628469,15046,13.0,17.0
41.9163815,-87.7469789,15052,36.0,6.0
41.8094162,-87.6385297,15057,11.0,12.0
41.7049976,-87.6305746,15061,34.0,24.0
41.9125047,-87.6912986,15063,1.0,27.0
41.7711669,-87.5731264,15066,5.0,1.0
41.7395618,-87.5518538,15069,10.0,27.0
41.7657556,-87.6569181,15074,6.0,21.0
41.8348199,-87.6338609,15082,11.0,32.0
42.0181416,-87.6857947,15085,49.0,21.0
41.9341131,-87.6494169,15090,44.0,29.0
41.9283646,-87.7701486,15096,30.0,10.0
41.7803409,-87.6590553,15099,16.0,34.0
41.7424351,-87.6206786,15105,6.0,37.0
42.0113633,-87.7029977,15108,50.0,33.0
41.9585688,-87.6792362,15120,47.0,28.0
41.9426292,-87.7561617,15127,31.0,33.0
41.9183482,-87.7281755,15130,26.0,49.0
41.8295332,-87.6597772,15134,11.0,25.0
41.9364566,-87.6739094,15136,32.0,30.0
41.8519602,-87.6478316,15141,25.0,23.0
41.951519,-87.7076045,15147,33.0,6.0
41.9201294,-87.6798796,15153,32.0,34.0
41.6711191,-87.6228168,15156,9.0,16.0
41.687006,-87.7112597,15160,19.0,11.0
41.712328,-87.6877002,15162,19.0,45.0
41.7470675,-87.5885695,15163,8.0,6.0
41.9140942,-87.6962356,15164,1.0,22.0
41.9941157,-87.7843419,15171,39.0,20.0
41.9796901,-87.7736064,15178,45.0,40.0
41.7094717,-87.6117449,15180,9.0,14.0
41.9674274,-87.7357781,15187,39.0,6.0
41.7792308,-87.7748672,15191,13.0,11.0
41.97889,-87.7096273,15194,39.0,30.0
41.9414819,-87.8322443,15199,38.0,7.0
41.7833885,-87.7835049,15201,13.0,20.0
41.7640172,-87.5966723,15202,5.0,2.0
41.7769749,-87.6504472,15206,16.0,28.0
41.8772333,-87.6944082,15208,27.0,30.0
41.7469223,-87.5945125,15210,8.0,48.0
41.9658467,-87.7218527,15224,35.0,30.0
41.8923165,-87.7145751,15230,27.0,34.0
41.8251038,-87.6407509,15250,11.0,24.0
41.7810696,-87.5875226,15256,5.0,33.0
41.8148561,-87.5987674,15261,4.0,5.0
41.682102,-87.6812464,15264,19.0,47.0
41.922463,-87.7216487,15272,35.0,21.0
41.7303608,-87.5895646,15274,8.0,35.0
41.8907462,-87.7250856,15276,37.0,3.0
41.9971448,-87.7089619,15278,50.0,39.0
41.7862769,-87.774618,15279,13.0,32.0
41.8556241,-87.672973,15280,25.0,11.0
41.9744307,-87.8015712,15285,41.0,3.0
41.8183922,-87.6377849,15291,11.0,31.0
42.011202,-87.7834782,15297,41.0,39.0
41.7476973,-87.6995452,15301,18.0,8.0
41.8772807,-87.7312683,15304,28.0,7.0
41.933437,-87.7836909,15308,30.0,16.0
41.7897037,-87.671417,15312,15.0,21.0
41.9006977,-87.7604509,15316,37.0,29.0
41.9391096,-87.6585985,15320,44.0,10.0
41.8718012,-87.6876449,15326,28.0,11.0
41.9423959,-87.6805176,15329,32.0,21.0
41.7174157,-87.6403307,15331,34.0,46.0
41.9427345,-87.6666886,15334,44.0,2.0
41.6865496,-87.6140638,15344,9.0,46.0
41.929257,-87.761621,15348,30.0,14.0
41.9445362,-87.7827125,15351,36.0,30.0
41.9388826,-87.8095657,15353,29.0,32.0
41.9705003,-87.7260216,15355,39.0,12.0
41.721578,-87.5506709,15357,10.0,7.0
41.7689863,-87.5919514,15360,5.0,30.0
41.7078471,-87.6217027,15363,9.0,17.0
41.7180058,-87.574375,15367,7.0,38.0
41.8554703,-87.654105,15373,25.0,23.0
41.7747003,-87.6746595,15374,16.0,24.0
41.6723558,-87.6596576,15375,34.0,51.0
41.7838361,-87.665897,15377,15.0,20.0
41.9093637,-87.6729032,15385,2.0,25.0
41.8919203,-87.7255309,15391,37.0,3.0
41.898805,-87.7102694,15397,27.0,5.0
42.0028589,-87.6733485,15399,49.0,4.0
41.7240731,-87.6234075,15403,9.0,42.0
41.9151294,-87.6366333,15404,43.0,19.0
41.7703027,-87.7282951,15420,13.0,5.0
41.8902914,-87.629286,15424,42.0,25.0
41.8043297,-87.7451688,15434,22.0,8.0
41.9301041,-87.780451,15437,30.0,30.0
41.9932704,-87.7040064,15439,50.0,17.0
41.8732775,-87.7521642,15440,29.0,2.0
41.8280562,-87.6497894,15443,11.0,25.0
41.9499715,-87.7847221,15445,38.0,37.0
41.6911842,-87.5356472,15447,10.0,14.0
41.9662923,-87.7202904,15453,35.0,22.0
41.7413423,-87.6672099,15457,21.0,7.0
41.9071742,-87.6740916,15460,1.0,11.0
41.7281028,-87.6357647,15465,21.0,40.0
41.7842976,-87.7342764,15472,13.0,14.0
41.7370254,-87.7114238,15475,18.0,10.0
